x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,label
0.0,0.0,0.1607022881469233,-0.13884112173646151,0.2606782384306352,-0.2748567620999724,0.3033024118999113,-0.40473902487439006,0.32928508366601833,-0.5204836574231312,0.156473650488353,-0.5320460656315926,0.17615766699723773,-0.7255723708770974,0.17885599531880636,-0.84869273235282,0.175087834874794,-0.9582300809325194,0.06399035882209028,-0.5457170420288254,0.08064485271308905,-0.7537635015875834,0.08457765186517426,-0.8845320019613423,0.08508051343019289,-0.996374079467373,-0.025459150492572233,-0.5282201857957468,-0.015361877695277016,-0.7120788123890827,-0.009108801588801832,-0.8351205817777685,-0.005470776009773337,-0.9404339784059847,-0.1159216244845875,-0.4734755790013848,-0.11437725802632773,-0.6221000311603699,-0.11314300018249696,-0.7195295126294415,-0.11274130729320156,-0.8076516889186075,12
0.0,0.0,0.10703957108879628,-0.4651721248423766,0.3867244636114541,-0.912956954555558,0.577065313117856,-1.2482513215463937,0.583667068850212,-1.5540212389886963,0.8980467490942059,-0.8109269466592636,1.278679461396802,-0.5852010149968317,1.121233486494299,-0.4676177266096039,0.9209477872000781,-0.4796441133153114,0.959685123528114,-0.5436710877042644,1.3178138190804336,-0.3718360134268908,1.1407846102405435,-0.28031599468251833,0.9630519641900497,-0.26931564059609886,0.9668302633477835,-0.24158761933805703,1.3580224991281724,-0.13812036924288534,1.2096990544207946,-0.08010845507836468,1.0279909675739254,-0.07193454456109179,0.9216915488367674,0.06546272309056735,1.3514879507726258,0.13593986323973983,1.6097703803425327,0.21883294396390252,1.8348018357779354,0.27374659805751533,0
0.0,0.0,0.09640932092644827,-0.12137968517349712,0.10781933465572431,-0.2778302006597361,-0.007652325516351634,-0.3863787152645009,-0.13719277800740207,-0.45094589349126835,0.07802123856018067,-0.5279242511309705,0.11353955144553485,-0.7458918916762631,0.14086198569294722,-0.8903361285080911,0.16291592896358228,-1.011142976224695,-0.03843867828244123,-0.5145154619893774,-0.07346543268235511,-0.7257614511234269,-0.1001310611236896,-0.869681558117284,-0.11822370040512145,-0.9929869871566898,-0.12659328296256878,-0.4461180122328993,-0.16502912245740406,-0.49344149808226895,-0.1170711526371316,-0.37891673792761776,-0.07596984099024284,-0.297273804021822,-0.1852124242236594,-0.34327501248634446,-0.21888740772959978,-0.3931463849169338,-0.1622422398417432,-0.3065748674976974,-0.11365370058926641,-0.23167360592625988,9
0.0,0.0,0.16378367604305644,-0.06290661388692635,0.30926153854697486,-0.16706547317005815,0.4136056252296012,-0.25493162521723123,0.4383533497232334,-0.37197153091992724,0.18268768059239104,-0.4570008406183783,0.30846248974947194,-0.5544190586378949,0.35529113163486914,-0.4580805060045471,0.3550873522797469,-0.34760054259608664,0.10252730973664018,-0.5255091225560995,0.20895666544748465,-0.7211437309222906,0.309675232549631,-0.8317671433104858,0.39028391798664985,-0.9206945548665908,0.0014379956787239638,-0.5473918115715916,0.04050417795708068,-0.7618115166770318,0.10140016887347157,-0.8960274656446631,0.1648317884968196,-1.0056389930200056,-0.10391965591824866,-0.516224380038862,-0.11851792686049012,-0.6988939469107973,-0.10417638869002417,-0.8220568744409402,-0.07606740042481192,-0.9210179724237522,6
0.0,0.0,0.44811814526314087,-0.20219643684813796,0.8610897891858852,-0.65975844479352,0.9421588513596513,-1.1441150269433678,0.7595532015528114,-1.4593704651931216,0.5908656158986948,-1.1892107244578751,0.7124645254571392,-1.4916677565548049,0.6513575539815739,-1.0535231120826194,0.5788636922936781,-0.9470711688660456,0.30714427872442995,-1.2243182371420844,0.4190632416922318,-1.4671002447724768,0.4087711225648442,-0.9475721984153501,0.35977314159495277,-0.9330398097545989,0.0196047115613648,-1.1892990818670248,0.11166249862548505,-1.404452411223654,0.14491501206373503,-0.9268639053454366,0.09833192263302555,-0.8911439669513901,-0.2994212335493247,-1.124591330771481,-0.1833973220658973,-1.2990154389333874,-0.11905262118445255,-0.9833817600840072,-0.16105682207108907,-0.9083268247135396,2
0.0,0.0,0.1379242362265963,-0.18949317493055462,0.13278856242097836,-0.35594254421210075,0.06043066772637354,-0.47556835097528327,-0.017987140869472437,-0.5272806296488317,0.11010382535577384,-0.4862690564571431,0.13056376581002296,-0.7210888995253644,0.13553114255016072,-0.8569531517951918,0.14413877087899069,-0.9541929052292564,-0.03236887426318821,-0.4880627094366864,-0.10779226690360834,-0.7376022215279321,-0.15497415756837604,-0.8862177204817823,-0.19393919663088932,-0.9810135513896662,-0.15225474877429596,-0.44908730425057475,-0.1806542688021122,-0.5251131516036559,-0.13842999852586008,-0.48654320122669426,-0.11173522672343118,-0.4302962225853894,-0.25397028949217093,-0.3786636933753229,-0.25266102194860546,-0.4362355410117602,-0.22369005846864082,-0.39861003160489705,-0.1985052563002878,-0.3451800688290338,10
0.0,0.0,0.17303095913792862,-0.07402646920215458,0.3296619340996935,-0.2202945004001055,0.4749637966013404,-0.3236835794896384,0.5975735219367717,-0.37576177884321055,0.1799326517180363,-0.4730659219781839,0.2330758937837854,-0.6673129547447033,0.2597553623651535,-0.7913804662384331,0.27662494306436414,-0.897577655462501,0.05380111761679402,-0.48617443640992336,0.021166262264692346,-0.7177521356124424,0.003909311228463101,-0.8705201424117586,-0.017163560234154555,-0.9998526952506996,-0.05636589637596377,-0.43667676078686785,-0.098136534627174,-0.6059017309418732,-0.04974893453644214,-0.49357060917408835,-0.013569632893291925,-0.39503879869281394,-0.1492989932346309,-0.34343162722332005,-0.15346623572098148,-0.4156185772905277,-0.09297680842247723,-0.3290649464448376,-0.04530543937100004,-0.2447036101760269,15
0.0,0.0,0.16006150949768655,-0.14387771860343224,0.1785460064741206,-0.32802831446176556,0.06500269291742823,-0.4490294997392198,-0.05424001298766671,-0.49953311980407833,0.21683588319025043,-0.4441722351849177,0.17301055388574482,-0.6917260129733954,0.13722994977301325,-0.8483640255754507,0.09523720801165524,-0.9644588799839658,0.09075765234029214,-0.44698418359349934,0.062314103975665044,-0.6973998085214664,0.02762095923021914,-0.8689025328231019,-0.005681009822419744,-0.9999838629334964,-0.03753642437755913,-0.41397945651760876,-0.10298029791858528,-0.5215270606561185,-0.09694678292809773,-0.44643004870646974,-0.07574756838806225,-0.3725754180411979,-0.16670985639496022,-0.3560057097146662,-0.17863109791515067,-0.4293285188735046,-0.16588183343211754,-0.36203321280986406,-0.14636040013150894,-0.297539912404902,17
0.0,0.0,0.14055877035944897,-0.05918159141097353,0.2688282853496784,-0.17189280390585718,0.3692717802096355,-0.27693145496053784,0.4146396256029781,-0.3798652686624969,0.10716121674651372,-0.4557128174753016,0.23188784770318066,-0.5849069898881273,0.31810559580515874,-0.5366434180964006,0.36006271387468125,-0.44879187900735634,-0.00020790506776496468,-0.5154488224003145,0.06595293786046313,-0.7258433299160969,0.12136220243581626,-0.8666681718774213,0.1544198407864437,-0.9880053202141624,-0.11202947727267792,-0.5104582216827594,-0.1519413896755824,-0.7190775510441794,-0.16771228572506924,-0.8685746276503303,-0.1768598156763297,-0.9953669764015136,-0.21450865431130053,-0.4373384928499752,-0.3293752519026543,-0.5715965235799916,-0.3999360927801776,-0.6589811187289605,-0.4505757015584759,-0.7387171809304064,6
0.0,0.0,-0.15682501495858964,-0.054993988547269224,-0.25828893022892185,-0.1969241908080156,-0.23678775270740388,-0.34747524649755634,-0.18914174753828894,-0.44772453736321294,-0.32805939111397947,-0.4288288390670417,-0.44263732424094226,-0.599954546911035,-0.5065020037680118,-0.7078923697210259,-0.5569078853509827,-0.7996769822965182,-0.23373600800168087,-0.4841692434158904,-0.3249182510761717,-0.6815268273454056,-0.3805902786815931,-0.804789833459534,-0.42539021241498476,-0.9050100370612107,-0.12412068925250794,-0.4902428632653027,-0.14948065859868195,-0.6908480508858723,-0.16049342388428692,-0.8267673593774757,-0.1692139136378631,-0.9438241105631636,-0.010020526882065955,-0.45295405761317015,-0.005453470847200721,-0.6085039267449646,-0.0007431831505859684,-0.7087712104658459,0.005232507206160418,-0.7977938130873368,14
