0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.0,0.0,0.1607022881469233,-0.1388411217364615,0.2606782384306352,-0.2748567620999724,0.3033024118999113,-0.40473902487439,0.3292850836660183,-0.5204836574231312,0.156473650488353,-0.5320460656315926,0.1761576669972377,-0.7255723708770974,0.1788559953188063,-0.84869273235282,0.175087834874794,-0.9582300809325194,0.0639903588220902,-0.5457170420288254,0.080644852713089,-0.7537635015875834,0.0845776518651742,-0.8845320019613423,0.0850805134301928,-0.996374079467373,-0.0254591504925722,-0.5282201857957468,-0.015361877695277,-0.7120788123890827,-0.0091088015888018,-0.8351205817777685,-0.0054707760097733,-0.9404339784059847,-0.1159216244845875,-0.4734755790013848,-0.1143772580263277,-0.6221000311603699,-0.1131430001824969,-0.7195295126294415,-0.1127413072932015,-0.8076516889186075
0.0,0.0,0.1070395710887962,-0.4651721248423766,0.3867244636114541,-0.912956954555558,0.577065313117856,-1.2482513215463935,0.583667068850212,-1.5540212389886965,0.8980467490942059,-0.8109269466592636,1.278679461396802,-0.5852010149968317,1.121233486494299,-0.4676177266096039,0.920947787200078,-0.4796441133153114,0.959685123528114,-0.5436710877042644,1.3178138190804336,-0.3718360134268908,1.1407846102405437,-0.2803159946825183,0.9630519641900496,-0.2693156405960988,0.9668302633477835,-0.241587619338057,1.3580224991281724,-0.1381203692428853,1.2096990544207946,-0.0801084550783646,1.0279909675739254,-0.0719345445610917,0.9216915488367674,0.0654627230905673,1.3514879507726258,0.1359398632397398,1.6097703803425327,0.2188329439639025,1.8348018357779357,0.2737465980575153
0.0,0.0,0.0964093209264482,-0.1213796851734971,0.1078193346557243,-0.2778302006597361,-0.0076523255163516,-0.3863787152645009,-0.137192778007402,-0.4509458934912683,0.0780212385601806,-0.5279242511309705,0.1135395514455348,-0.7458918916762631,0.1408619856929472,-0.8903361285080911,0.1629159289635822,-1.011142976224695,-0.0384386782824412,-0.5145154619893774,-0.0734654326823551,-0.7257614511234269,-0.1001310611236896,-0.869681558117284,-0.1182237004051214,-0.9929869871566898,-0.1265932829625687,-0.4461180122328993,-0.165029122457404,-0.4934414980822689,-0.1170711526371316,-0.3789167379276177,-0.0759698409902428,-0.297273804021822,-0.1852124242236594,-0.3432750124863444,-0.2188874077295997,-0.3931463849169338,-0.1622422398417432,-0.3065748674976974,-0.1136537005892664,-0.2316736059262598
0.0,0.0,0.1637836760430564,-0.0629066138869263,0.3092615385469748,-0.1670654731700581,0.4136056252296012,-0.2549316252172312,0.4383533497232334,-0.3719715309199272,0.182687680592391,-0.4570008406183783,0.3084624897494719,-0.5544190586378949,0.3552911316348691,-0.4580805060045471,0.3550873522797469,-0.3476005425960866,0.1025273097366401,-0.5255091225560995,0.2089566654474846,-0.7211437309222906,0.309675232549631,-0.8317671433104858,0.3902839179866498,-0.9206945548665908,0.0014379956787239,-0.5473918115715916,0.0405041779570806,-0.7618115166770318,0.1014001688734715,-0.8960274656446631,0.1648317884968196,-1.0056389930200056,-0.1039196559182486,-0.516224380038862,-0.1185179268604901,-0.6988939469107973,-0.1041763886900241,-0.8220568744409402,-0.0760674004248119,-0.9210179724237522
0.0,0.0,0.4481181452631408,-0.2021964368481379,0.8610897891858852,-0.65975844479352,0.9421588513596512,-1.1441150269433678,0.7595532015528114,-1.4593704651931216,0.5908656158986948,-1.1892107244578751,0.7124645254571392,-1.4916677565548049,0.6513575539815739,-1.0535231120826194,0.5788636922936781,-0.9470711688660456,0.3071442787244299,-1.2243182371420844,0.4190632416922318,-1.4671002447724768,0.4087711225648442,-0.94757219841535,0.3597731415949527,-0.9330398097545988,0.0196047115613648,-1.1892990818670248,0.111662498625485,-1.404452411223654,0.144915012063735,-0.9268639053454366,0.0983319226330255,-0.8911439669513901,-0.2994212335493247,-1.124591330771481,-0.1833973220658973,-1.2990154389333874,-0.1190526211844525,-0.9833817600840072,-0.161056822071089,-0.9083268247135396
0.0,0.0,0.1379242362265963,-0.1894931749305546,0.1327885624209783,-0.3559425442121007,0.0604306677263735,-0.4755683509752832,-0.0179871408694724,-0.5272806296488317,0.1101038253557738,-0.4862690564571431,0.1305637658100229,-0.7210888995253644,0.1355311425501607,-0.8569531517951918,0.1441387708789906,-0.9541929052292564,-0.0323688742631882,-0.4880627094366864,-0.1077922669036083,-0.7376022215279321,-0.154974157568376,-0.8862177204817823,-0.1939391966308893,-0.9810135513896662,-0.1522547487742959,-0.4490873042505747,-0.1806542688021122,-0.5251131516036559,-0.13842999852586,-0.4865432012266942,-0.1117352267234311,-0.4302962225853894,-0.2539702894921709,-0.3786636933753229,-0.2526610219486054,-0.4362355410117602,-0.2236900584686408,-0.398610031604897,-0.1985052563002878,-0.3451800688290338
0.0,0.0,0.1730309591379286,-0.0740264692021545,0.3296619340996935,-0.2202945004001055,0.4749637966013404,-0.3236835794896384,0.5975735219367717,-0.3757617788432105,0.1799326517180363,-0.4730659219781839,0.2330758937837854,-0.6673129547447033,0.2597553623651535,-0.7913804662384331,0.2766249430643641,-0.897577655462501,0.053801117616794,-0.4861744364099233,0.0211662622646923,-0.7177521356124424,0.0039093112284631,-0.8705201424117586,-0.0171635602341545,-0.9998526952506996,-0.0563658963759637,-0.4366767607868678,-0.098136534627174,-0.6059017309418732,-0.0497489345364421,-0.4935706091740883,-0.0135696328932919,-0.3950387986928139,-0.1492989932346309,-0.34343162722332,-0.1534662357209814,-0.4156185772905277,-0.0929768084224772,-0.3290649464448376,-0.045305439371,-0.2447036101760269
0.0,0.0,0.1600615094976865,-0.1438777186034322,0.1785460064741206,-0.3280283144617655,0.0650026929174282,-0.4490294997392198,-0.0542400129876667,-0.4995331198040783,0.2168358831902504,-0.4441722351849177,0.1730105538857448,-0.6917260129733954,0.1372299497730132,-0.8483640255754507,0.0952372080116552,-0.9644588799839658,0.0907576523402921,-0.4469841835934993,0.062314103975665,-0.6973998085214664,0.0276209592302191,-0.8689025328231019,-0.0056810098224197,-0.9999838629334964,-0.0375364243775591,-0.4139794565176087,-0.1029802979185852,-0.5215270606561185,-0.0969467829280977,-0.4464300487064697,-0.0757475683880622,-0.3725754180411979,-0.1667098563949602,-0.3560057097146662,-0.1786310979151506,-0.4293285188735046,-0.1658818334321175,-0.362033212809864,-0.1463604001315089,-0.297539912404902
0.0,0.0,0.1405587703594489,-0.0591815914109735,0.2688282853496784,-0.1718928039058571,0.3692717802096355,-0.2769314549605378,0.4146396256029781,-0.3798652686624969,0.1071612167465137,-0.4557128174753016,0.2318878477031806,-0.5849069898881273,0.3181055958051587,-0.5366434180964006,0.3600627138746812,-0.4487918790073563,-0.0002079050677649,-0.5154488224003145,0.0659529378604631,-0.7258433299160969,0.1213622024358162,-0.8666681718774213,0.1544198407864437,-0.9880053202141624,-0.1120294772726779,-0.5104582216827594,-0.1519413896755824,-0.7190775510441794,-0.1677122857250692,-0.8685746276503303,-0.1768598156763297,-0.9953669764015136,-0.2145086543113005,-0.4373384928499752,-0.3293752519026543,-0.5715965235799916,-0.3999360927801776,-0.6589811187289605,-0.4505757015584759,-0.7387171809304064
0.0,0.0,-0.1568250149585896,-0.0549939885472692,-0.2582889302289218,-0.1969241908080156,-0.2367877527074038,-0.3474752464975563,-0.1891417475382889,-0.4477245373632129,-0.3280593911139794,-0.4288288390670417,-0.4426373242409422,-0.599954546911035,-0.5065020037680118,-0.7078923697210259,-0.5569078853509827,-0.7996769822965182,-0.2337360080016808,-0.4841692434158904,-0.3249182510761717,-0.6815268273454056,-0.3805902786815931,-0.804789833459534,-0.4253902124149847,-0.9050100370612107,-0.1241206892525079,-0.4902428632653027,-0.1494806585986819,-0.6908480508858723,-0.1604934238842869,-0.8267673593774757,-0.1692139136378631,-0.9438241105631636,-0.0100205268820659,-0.4529540576131701,-0.0054534708472007,-0.6085039267449646,-0.0007431831505859,-0.7087712104658459,0.0052325072061604,-0.7977938130873368
